id,NUMR_GITE,NOM_GITE,NUMR_CORPS,NOM_CORPS,IDNT_CORPS,CODE_ETAT,ETAT_CORPS,FUS_UTM,ESTN,NORD,NUMR_SNRC,DECV_AN,SUBST_PRIN,SUBST_P2,SUBST_P3,SUBST_P4,SUBST_P5,SUBST_P6,SUBST_P7,SUBST_P8,SUBST_P9,SUBST_P10,SUBST_P11,SUBST_P12,SUBST_SECN,SUBST_S2,SUBST_S3,SUBST_S4,SUBST_S5,SUBST_S6,SUBST_S7,SUBST_S8,SUBST_S9,SUBST_S10,SUBST_S11,SUBST_S12,CODE_TYPL,TYPL,CODE_LIT1,ROCHE_LIT1,CODE_LIT2,ROCHE_LIT2,CODE_LIT3,ROCHE_LIT3,CODE_LIT4,ROCHE_LIT4,CODE_LIT5,ROCHE_LIT5,CODE_LIT6,ROCHE_LIT6,CODE_LIT7,ROCHE_LIT7,CODE_LIT8,ROCHE_LIT8,MINR1,MINR2,MINR3,MINR4,MINR5,MINR6,MINR7,MINR8,MINR9,MINR10,MINR11,MINR12,MINR13,MINR14,MINR15,MINR16,MINR17,MINR18,MINR19,MINR20,MINR21,MINR22,MINR23,MINR24,MINR25,CODE_FORM,DESCR_FORM,CODE_DIST,DESCR_DIST,CODE_IMPR,DESCR_IMPR,CODE_TYPE,DESCR_TYPE,RESS_ESTIM,LIEN_FICHE,CODE_SYMBL,Coord_X,Coord_Y
0,5564,St-Robert Metals,4854,St-Robert Metals,1,MF,Mine fermée,19,381265,5070070,21E15,1879,W,Ag,Pb,Zn,Mo,Au,Cd,Bi,,,,,,,,,,,,,,,,,1940,Minéralisation associée aux intrusions porphyriques à Mo-W,R1,,I1C,,M18,,S3,,S1A,,,,,,,,SR,KL,QZ,CC,PO,LM,MO,Au,SW,PI,CP,GL,PY,SP,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMW_MF,-70.527202,45.773983
0,5565,Mine Copperstream Frontenac-Zone Nord,4855,Mine Copperstream Frontenac-Zone Nord,1,MF,Mine fermée,19,352120,5071345,21E15,1941,Mo,,,,,,,,,,,,Cu,,,,,,,,,,,,1910,Minéralisation associée aux intrusions porphyriques à Cu-Au-Mo,R1,,I1C,,M18,,I1B,,,,,,,,,,FP,QZ,CP,MO,PY,PO,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,V,Veine,O,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&l=F&entt=GM&alias_table_crit=F4E02&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=4855,GMMO_MF,-70.902275,45.779828
0,5566,Anomalie K15L2,4856,Anomalie K15L2,1,P,Indice travaillé,19,529197,5632575,22K15,1977,Cu,,,,,,,,,,,,,,,,,,,,,,,,9999,Minéralisation de type indéterminé,R9,,M4,,M1,,M1,,I1G,,,,,,,,GP,PO,MG,PS,CP,PY,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,X,Autre,N,,GMCU_P,-68.585295,50.844141
0,5567,Anomalie EM E2,4857,Anomalie EM E2,1,I,"Indice, aucun travail",19,518858,5629024,22K15,1996,,,,,,,,,,,,,Cu,Ni,Co,Ag,,,,,,,,,9999,Minéralisation de type indéterminé,F2,,M16,,M4,,,,,,,,,,,,PO,CP,BN,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,S,Semi-massive,IN,Indéterminé,I,Indéterminé,N,,GMCU_I,-68.732328,50.812638
0,5568,Anomalie EM C2,4858,Anomalie EM C2,1,I,"Indice, aucun travail",19,514005,5628636,22K15,1996,,,,,,,,,,,,,Cu,Ag,Zn,Ni,,,,,,,,,9999,Minéralisation de type indéterminé,M4,,M4,,,,,,,,,,,,,,PO,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,S,Semi-massive,IN,Indéterminé,I,Indéterminé,N,,GMCU_I,-68.801226,50.809286
0,5569,Lac Harris,4859,Lac Harris,1,P,Indice travaillé,18,375377,5283177,31N10,1959,Cu,,,,,,,,,,,,,,,,,,,,,,,,9999,Minéralisation de type indéterminé,I3A,,I3A,,M1,,,,,,,,,,,,QZ,CP,PY,PO,PD,,,,,,,,,,,,,,,,,,,,,UR,Cylindrique régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMCU_P,-76.660746,47.689957
0,5570,Lac Cuff,4860,Lac Cuff,1,P,Indice travaillé,18,340027,5210076,31N03,1956,Fe,,,,,,,,,,,,,,,,,,,,,,,,320,Formation de fer de type Algoma,S9,,M1,,,,,,,,,,,,,,QZ,MG,,,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,O,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&l=F&entt=GM&alias_table_crit=F4E02&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=4860,GMFE_P,-77.105209,47.024847
0,5571,Lac Byrd-Île,4861,Lac Byrd-Île,1,I,"Indice, aucun travail",18,356626,5210675,31N02,1956,Fe,,,,,,,,,,,,S,Si,Ti,,,,,,,,,,320,Formation de fer de type Algoma,M4,,M1,,,,,,,,,,,,,,BO,GR,MG,,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,M,Massive,IN,Indéterminé,I,Indéterminé,N,,GMFE_I,-76.887088,47.034041
0,5572,Ruisseau Passageux,4862,Ruisseau Passageux,1,P,Indice travaillé,18,418977,5205825,31N01,1956,,,,,,,,,,,,,Ag,,,,,,,,,,,,9999,Minéralisation de type indéterminé,M,,M,,,,,,,,,,,,,,CP,SP,PO,Ag,CM,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMAG_P,-76.065757,47.000987
0,5573,Lac Caumont-Sud,4863,Lac Caumont-Sud,1,P,Indice travaillé,18,411328,5709229,32N09,1987,Cu,Ni,EGP,Pd,Au,,,,,,,,Ag,Pt,Co,,,,,,,,,,2715,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP) associée aux intrusions mafiques à ultramafiques diverses",F2,,I3A,,V3B,,I1,,M4,,,,,,,,PO,PY,CP,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMCU_P,-76.278245,51.527203
0,5574,Tika-Lavande,4864,Tika-Lavande,1,I,"Indice, aucun travail",19,707532,5638241,22J16,1997,Cu,Ni,,,,,,,,,,,Co,,,,,,,,,,,,2700,Minéralisation magmatique et hydrothermale de Ni-Cu-EGP,F2,,I3A,,,,,,,,,,,,,,PY,PO,CP,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,MJ,Majeur,X,Autre,N,,GMCU_I,-66.051115,50.858567
0,5575,Tika-97-610,4865,Tika-97-610,1,I,"Indice, aucun travail",19,707617,5638101,22J16,1997,,,,,,,,,,,,,Zn,Cu,Ag,,,,,,,,,,9999,Minéralisation de type indéterminé,M4,,M1,,I3A,,,,,,,,,,,,CP,SP,PO,PY,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,X,Autre,N,,GMZN_I,-66.049988,50.857279
0,5576,Tika-642328,4866,Tika-642328,1,I,"Indice, aucun travail",19,707577,5638625,22J16,1997,Cu,,,,,,,,,,,,Ni,Co,,,,,,,,,,,9999,Minéralisation de type indéterminé,I3A,,I3A,,M4,,,,,,,,,,,,QZ,PO,PY,CP,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMCU_I,-66.050258,50.862
0,5577,Manic 3 (Lac Louis),4867,Manic 3 (Lac Louis),1,P,Indice travaillé,19,537696,5530974,22F16,1986,Ni,Cu,,,,,,,,,,,Co,Pt,Pd,Au,EGP,,,,,,,,2710,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP)",F2,,I3Q,,I4B,,M1,,,,,,,,,,GP,VO,PY,MS,MG,DH,NS,CP,PO,PD,,,,,,,,,,,,,,,,AI,Amas irrégulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMNI_P,-68.474774,49.929946
0,5578,Haut-Mag,4868,Haut-Mag,1,I,"Indice, aucun travail",19,556347,5511574,22F16,1996,Ni,,,,,,,,,,,,Cu,Co,,,,,,,,,,,2715,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP) associée aux intrusions mafiques à ultramafiques diverses",I4B,,I3Q,,I3J,,,,,,,,,,,,CP,PO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMNI_I,-68.217747,49.754005
0,5579,B-30,4869,B-30,1,P,Indice travaillé,19,554346,5526874,22F16,1981,Ni,Cu,,,,,,,,,,,Co,,,,,,,,,,,,2730,Minéralisation hydrothermale (±Ni ±Cu ±EGP ±Au ±Ag ±Zn),M5,,M1,,,,,,,,,,,,,,PO,CP,PY,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMNI_P,-68.243381,49.89179
0,5580,B-40,4870,B-40,1,P,Indice travaillé,19,542084,5530224,22F16,1997,Ni,,,,,,,,,,,,Cu,Cr,,,,,,,,,,,2732,"Sulfures dominants, associés aux intrusions mafiques et ultramafiques diverses",I3A,,M12,,,,,,,,,,,,,,PO,CP,PY,PD,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,S,Semi-massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMNI_P,-68.41372,49.922907
0,5581,Mathilda,4871,Mathilda,1,P,Indice travaillé,19,537599,5524941,22F16,1998,Ni,,,,,,,,,,,,Cu,Co,,,,,,,,,,,2732,"Sulfures dominants, associés aux intrusions mafiques et ultramafiques diverses",F2,,I3A,,M12,,,,,,,,,,,,PO,CP,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,S,Semi-massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMNI_P,-68.476713,49.875692
0,5582,Ron Roy-1,4872,Ron Roy-1,1,I,"Indice, aucun travail",18,583891,6817696,35H06,1957,Ni,Cu,,,,,,,,,,,,,,,,,,,,,,,2710,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP)",I3A,,I4I,,M8,,,,,,,,,,,,PY,PO,CP,Cu,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMNI_I,-73.424806,61.483849
0,5583,Lac Mutch,4873,Lac Mutch,1,I,"Indice, aucun travail",19,471829,6485754,24K11,1970,Cu,Ni,,,,,,,,,,,,,,,,,,,,,,,2710,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP)",I3A,,I3A,,S6,,,,,,,,,,,,PO,CP,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMCU_I,-69.483508,58.51144
0,5584,Lac Céline-Est,4874,Lac Céline-Est,1,I,"Indice, aucun travail",19,467595,6489031,24K12,1971,Cu,,,,,,,,,,,,,,,,,,,,,,,,2715,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP) associée aux intrusions mafiques à ultramafiques diverses",S6A,,S6A,,I3A,,,,,,,,,,,,CP,PO,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMCU_I,-69.55664,58.540576
0,5585,Lac Larochelle,4875,Lac Larochelle,1,I,"Indice, aucun travail",19,464665,6493601,24K12,1987,Au,Pd,,,,,,,,,,,Pt,EGP,,,,,,,,,,,2721,"Minéralisation magmatique, sulfures dominants, de type stratiforme, associée aux intrusions mafiques à ultramafiques",I3A,,I3A,,,,,,,,,,,,,,PY,CP,,,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMAU_I,-69.607678,58.58139
0,5587,Saint-Bruno-NE,4877,Saint-Bruno-NE,1,I,"Indice, aucun travail",19,307135,5374403,22D05,1929,Cu,,,,,,,,,,,,Ni,,,,,,,,,,,,9999,Minéralisation de type indéterminé,I3G,,I3A,,,,,,,,,,,,,,CP,PO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMCU_I,-71.610561,48.493127
0,5588,Barrage Hébertville,4878,Barrage Hébertville,1,P,Indice travaillé,19,309725,5368168,22D05,1975,Ni,,,,,,,,,,,,Cu,Co,Ag,,,,,,,,,,2714,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP), associée aux massifs anorthositiques-troctolitiques",F2,,I3G,,,,,,,,,,,,,,QZ,PD,CP,PY,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMNI_P,-71.572705,48.43788
0,5589,Hébertville-Station-Sud,4879,Hébertville-Station-Sud,1,I,"Indice, aucun travail",19,303735,5366968,22D05,1929,Ni,,,,,,,,,,,,Cu,,,,,,,,,,,,2714,"Minéralisation magmatique, Ni-Cu dominant (±Co ±EGP), associée aux massifs anorthositiques-troctolitiques",I3G,,I3G,,I3B,,,,,,,,,,,,PY,PO,,,,,,,,,,,,,,,,,,,,,,,,AI,Amas irrégulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMNI_I,-71.653045,48.425257
0,5590,Lac Dechêne-NNO,4880,Lac Dechêne-NNO,1,P,Indice travaillé,19,310135,5366663,22D05,1937,,,,,,,,,,,,,Au,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1,,I3G,,I1G,,,,,,,,,,,,QZ,BO,PY,Au,,,,,,,,,,,,,,,,,,,,,,UI,Cylindrique irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMAU_P,-71.566486,48.424477
0,5591,Lac Burma-Nord,4881,Lac Burma-Nord,1,P,Indice travaillé,19,677146,5616976,22J09,1976,,,,,,,,,,,,,U,Th,,,,,,,,,,,9999,Minéralisation de type indéterminé,I1G,,I1G,,M4,,I1B,,,,,,,,,,UR,XX,,,,,,,,,,,,,,,,,,,,,,,,AI,Amas irrégulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMU_P,-66.492636,50.677625
0,5592,Lac Lorna,4882,Lac Lorna,1,I,"Indice, aucun travail",19,710273,5602586,22J09,1992,,,,,,,,,,,,,Cu,Ni,,,,,,,,,,,9999,Minéralisation de type indéterminé,I3A,,I2F,,,,,,,,,,,,,,PY,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMCU_I,-66.032516,50.537366
0,5593,Mado,4883,Mado,1,I,"Indice, aucun travail",18,611179,5985632,33I03,1976,Th,,,,,,,,,,,,U,,,,,,,,,,,,9999,Minéralisation de type indéterminé,S1,,S1,,S3,,,,,,,,,,,,QZ,HM,LM,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMTH_I,-73.303533,54.006997
0,5594,Rivière Kanaaupscow,4884,Rivière Kanaaupscow,1,I,"Indice, aucun travail",18,628905,6063907,33I10,1977,Th,,,,,,,,,,,,U,,,,,,,,,,,,9999,Minéralisation de type indéterminé,I1G,,M1,,,,,,,,,,,,,,MR,,,,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMTH_I,-72.999338,54.705942
0,5595,Rivière Laforge-Nord,4885,Rivière Laforge-Nord,1,I,"Indice, aucun travail",18,631510,6029092,33I07,1977,Th,,,,,,,,,,,,U,,,,,,,,,,,,9999,Minéralisation de type indéterminé,I1G,,I1C,,,,,,,,,,,,,,MR,XX,,,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMTH_I,-72.974491,54.39258
0,5596,Van der Leeden,4886,Van der Leeden,1,I,"Indice, aucun travail",20,399211,6213875,24A02,1983,Au,,,,,,,,,,,,As,,,,,,,,,,,,640,Sulfures aurifères associés aux roches volcaniques,F2,,V1D,,M16,,,,,,,,,,,,QZ,AB,MV,ZS,PC,PH,AS,PO,CP,PY,SP,,,,,,,,,,,,,,,LR,Lenticulaire régulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_I,-64.618607,56.059428
0,5597,Panache,4887,Panache,1,I,"Indice, aucun travail",19,364876,6618228,24M11,1998,Au,Zn,Pb,,,,,,,,,,Ag,As,,,,,,,,,,,9999,Minéralisation de type indéterminé,R1,,V3,,M4,,,,,,,,,,,,PY,MG,SP,CP,AS,GP,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MO,Modéré,F,Dans faille ou cisaillement,N,,GMAU_I,-71.399763,59.680093
0,5598,Natuak-1210,4888,Natuak-1210,1,I,"Indice, aucun travail",19,336880,6361726,24E05,1998,Ni,,,,,,,,,,,,Cr,,,,,,,,,,,,2700,Minéralisation magmatique et hydrothermale de Ni-Cu-EGP,V1,,V3B,,M4,,,,,,,,,,,,FC,PY,PO,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMNI_I,-71.712527,57.369096
0,5599,Natuak-4539,4889,Natuak-4539,1,I,"Indice, aucun travail",19,337113,6360202,24E05,1998,Zn,,,,,,,,,,,,Ag,Pb,,,,,,,,,,,9999,Minéralisation de type indéterminé,S9D,,V3B,,,,,,,,,,,,,,GN,CX,GR,QZ,PY,PO,AS,MG,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMZN_I,-71.707649,57.355505
0,5600,Natuak-90,4890,Natuak-90,1,I,"Indice, aucun travail",19,333510,6357749,24E05,1998,,,,,,,,,,,,,Ag,Au,Zn,Pb,,,,,,,,,9999,Minéralisation de type indéterminé,V1,,V3B,,,,,,,,,,,,,,QZ,PY,,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMAG_I,-71.765807,57.332194
0,5601,Pointe Verte,4891,Pointe Verte,1,I,"Indice, aucun travail",20,367500,6599215,24P11,1997,W,,,,,,,,,,,,Cu,,,,,,,,,,,,9999,Minéralisation de type indéterminé,M,,M1,,M12,,,,,,,,,,,,DP,PY,GP,LM,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMW_I,-65.341311,59.510347
0,5602,Lac Anderson,4892,Lac Anderson,1,I,"Indice, aucun travail",19,477246,6469080,24K06,1962,Cu,,,,,,,,,,,,Au,,,,,,,,,,,,1700,Filon cuprifère,R1,,I3A,,,,,,,,,,,,,,CB,QZ,PY,CP,PO,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMCU_I,-69.388882,58.362003
0,5603,Enish,4893,Enish,1,P,Indice travaillé,19,471655,6469369,24K06,1987,EGP,Cu,Ni,Pd,Pt,Au,,,,,,,,,,,,,,,,,,,2720,"Minéralisation magmatique, EGP dominant (±Cr ±Au ±Ni ±Cu)",I3A,,I3A,,I3A,,,,,,,,,,,,CP,PO,PY,,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMEGP_P,-69.484468,58.364273
0,5604,Lac Ducreux,4894,Lac Ducreux,1,P,Indice travaillé,19,465232,6398060,24F12,1994,Zn,,,,,,,,,,,,Ag,Au,,,,,,,,,,,610,Sulfures exhalatifs dans les roches sédimentaires (Sedex),R1,,S6,,M8,,F1,,S9,,,,,,,,GP,QZ,SR,PY,PO,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMZN_P,-69.583709,57.723348
0,5605,Lomer Copper,4895,Lomer Copper,1,I,"Indice, aucun travail",19,548446,6258628,24C08,1975,Cu,,,,,,,,,,,,Ag,,,,,,,,,,,,2210,"Minéralisation de ±Au±Cu ±U, associée à l'albitisation",R2,,R3,,S7,,I2J,,S1C,,,,,,,,PY,PO,CP,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,I,Irrégulière,MO,Modéré,V,Veine,N,,GMCU_I,-68.213649,56.469637
0,5606,Eagle II (Lac Mistamisk),4896,Eagle II (Lac Mistamisk),1,P,Indice travaillé,19,554221,6255128,24C08,1961,Cu,,,,,,,,,,,,,,,,,,,,,,,,830,Minéralisation cuprifère stratiforme dans les roches sédimentaires,F2,,S8,,S6,,,,,,,,,,,,CP,BN,CT,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MI,Mineur,O,Stratification (gîte concordant à la),N,,GMCU_P,-68.120651,56.437566
0,5607,Eagle,4897,Eagle,1,P,Indice travaillé,19,555136,6254778,24C08,1975,U,Au,Cu,Ni,,,,,,,,,Ag,Co,Th,,,,,,,,,,2210,"Minéralisation de ±Au±Cu ±U, associée à l'albitisation",R1,,S6,,S8,,,,,,,,,,,,CH,DM,AP,QZ,CB,ZC,AK,CL,AB,MV,HM,CP,PY,GL,PB,,,,,,,,,,,UI,Cylindrique irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMU_P,-68.105887,56.434316
0,5608,Dead Beat,4898,Dead Beat,1,I,"Indice, aucun travail",19,559446,6251978,24C08,1962,Cu,,,,,,,,,,,,Au,,,,,,,,,,,,1700,Filon cuprifère,R1,,S2A,,,,,,,,,,,,,,MC,QZ,PY,CP,BN,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,T,Dans fracture,N,,GMCU_I,-68.036641,56.408641
0,5609,Lac Cutus-Sud,4899,Lac Cutus-Sud,1,I,"Indice, aucun travail",19,549471,6235854,24C08,1962,Cu,Au,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R1,,S8,,I3A,,,,,,,,,,,,TC,DM,CC,ST,QZ,TM,CT,HM,PY,MG,CP,Cu,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMCU_I,-68.201304,56.264939
0,5610,Lac Cutus-Nord,4900,Lac Cutus-Nord,1,I,"Indice, aucun travail",19,549521,6236829,24C08,1962,Cu,,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R1B,,S8,,,,,,,,,,,,,,QZ,CC,CP,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,U,Veinule,MJ,Majeur,V,Veine,N,,GMCU_I,-68.200314,56.273693
0,5611,Deschênes,4901,Deschênes,1,P,Indice travaillé,19,554171,6256378,24C08,1982,U,Mo,,,,,,,,,,,,,,,,,,,,,,,1300,Filon uranifère,R1,,S6,,I1,,,,,,,,,,,,CL,AB,MI,QZ,PY,MO,PB,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMU_P,-68.121203,56.448801
0,5612,Lac Mistamisk-SE,4902,Lac Mistamisk-SE,1,I,"Indice, aucun travail",19,554546,6254428,24C08,1982,Cu,,,,,,,,,,,,U,,,,,,,,,,,,830,Minéralisation cuprifère stratiforme dans les roches sédimentaires,F2,,S8,,,,,,,,,,,,,,MC,CB,AP,QZ,CT,CP,BN,HM,PY,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,C,"Clivage, schistosité",N,,GMCU_I,-68.115527,56.431241
0,5613,Lac Plissé-Ouest,4903,Lac Plissé-Ouest,1,I,"Indice, aucun travail",19,558346,6250378,24C08,1962,Cu,,,,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,R1,,I3A,,S6F,,,,,,,,,,,,CB,AP,MC,PY,CP,BN,CT,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,A,Disséminée à massive,MJ,Majeur,V,Veine,N,,GMCU_I,-68.054821,56.394405
0,5614,Kish,4904,Kish,1,P,Indice travaillé,19,555646,6254028,24C08,1978,U,Au,,,,,,,,,,,Th,,,,,,,,,,,,2210,"Minéralisation de ±Au±Cu ±U, associée à l'albitisation",R1,,S6,,S8,,,,,,,,,,,,CL,AB,AK,DM,Au,PY,GL,PB,HM,CP,MW,UR,TP,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMU_P,-68.097778,56.427519
0,5615,Bravo (Train No 3),4905,Bravo (Train No 3),1,P,Indice travaillé,19,538681,6248629,24C08,1979,U,Cu,,,,,,,,,,,Ag,Au,Pb,Zn,,,,,,,,,1310,Filon uranifère dans des cisaillements,F2,,S8,,M8,,,,,,,,,,,,DG,CC,CL,SR,TC,MC,PB,CP,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMU_P,-68.373616,56.38071
0,5616,Otel,4906,Otel,1,P,Indice travaillé,19,549196,6234929,24C08,1980,U,Cu,,,,,,,,,,,,,,,,,,,,,,,1300,Filon uranifère,R1A,,I3A,,I3,,S8,,T,,F2,,,,,,BO,AZ,CL,TM,AC,MC,CC,QZ,CP,BN,HM,RL,PB,PY,,,,,,,,,,,,LI,Lenticulaire irrégulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMU_P,-68.205915,56.256658
0,5617,Décharge du Lac du Chambon,4907,Décharge du Lac du Chambon,1,I,"Indice, aucun travail",19,556376,6251628,24C08,1962,Cu,,,,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,R3,,S8,,S6,,S8,,,,,,,,,,CB,PY,CP,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMCU_I,-68.08646,56.405873
0,5618,Lac Du Chambon,4908,Lac Du Chambon,1,I,"Indice, aucun travail",19,558496,6249428,24C08,1976,Pb,,,,,,,,,,,,,,,,,,,,,,,,9999,Minéralisation de type indéterminé,F2,,S8,,S8,,,,,,,,,,,,QZ,GL,PY,SP,CP,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMPB_I,-68.052603,56.385852
0,5619,Train No 4 (Lac Crabe),4909,Train No 4 (Lac Crabe),1,P,Indice travaillé,19,537545,6250303,24C08,1980,Cu,U,,,,,,,,,,,,,,,,,,,,,,,9999,Minéralisation de type indéterminé,S6,,S6,,M11,,I3A,,S1,,,,,,,,QZ,CC,CP,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMCU_P,-68.391771,56.395841
